iter	Passed	Remaining
1406	2303	970
1407	2304	969
1408	2306	967
1409	2307	965
1410	2308	963
1411	2310	962
1412	2311	960
1413	2313	958
1414	2314	956
1415	2317	955
1416	2318	954
1417	2320	952
1418	2321	950
1419	2322	948
1420	2324	947
1421	2325	945
1422	2326	943
1423	2328	941
1424	2330	940
1425	2332	939
1426	2334	937
1427	2335	935
1428	2337	933
1429	2338	932
1430	2340	930
1431	2341	928
1432	2342	927
1433	2344	925
1434	2345	923
1435	2348	922
1436	2350	920
1437	2351	919
1438	2353	917
1439	2354	915
1440	2356	913
1441	2357	912
1442	2358	910
1443	2360	908
1444	2361	907
1445	2363	905
1446	2365	903
1447	2366	902
1448	2368	900
1449	2369	898
1450	2370	897
1451	2372	895
1452	2373	893
1453	2375	891
1454	2377	890
1455	2379	888
1456	2380	887
1457	2382	885
1458	2383	883
1459	2384	882
1460	2386	880
1461	2387	878
1462	2388	876
1463	2390	875
1464	2391	873
1465	2393	871
1466	2395	870
1467	2396	868
1468	2397	866
1469	2399	865
1470	2400	863
1471	2402	861
1472	2403	860
1473	2405	858
1474	2406	856
1475	2408	855
1476	2410	853
1477	2411	851
1478	2413	850
1479	2414	848
1480	2415	846
1481	2417	844
1482	2418	843
1483	2420	841
1484	2421	839
1485	2422	838
1486	2424	836
1487	2426	834
1488	2427	833
1489	2429	831
1490	2430	829
1491	2431	827
1492	2433	826
1493	2434	824
1494	2435	822
1495	2437	821
1496	2438	819
1497	2440	817
1498	2442	816
1499	2443	814
1500	2444	812
1501	2446	811
1502	2447	809
1503	2448	807
1504	2450	805
1505	2451	804
1506	2452	802
1507	2454	800
1508	2457	799
1509	2458	797
1510	2459	795
1511	2460	794
1512	2462	792
1513	2463	790
1514	2464	789
1515	2466	787
1516	2467	785
1517	2469	784
1518	2471	782
1519	2473	781
1520	2475	779
1521	2477	777
1522	2478	776
1523	2480	774
1524	2481	773
1525	2483	771
1526	2484	769
1527	2487	768
1528	2489	766
1529	2490	765
1530	2491	763
1531	2493	761
1532	2494	759
1533	2496	758
1534	2497	756
1535	2498	754
1536	2500	753
1537	2503	751
1538	2504	750
1539	2506	748
1540	2507	746
1541	2508	745
1542	2510	743
1543	2511	741
1544	2512	740
1545	2514	738
1546	2515	736
1547	2518	735
1548	2520	733
1549	2521	732
1550	2522	730
1551	2524	728
1552	2525	726
1553	2526	725
1554	2528	723
1555	2529	721
1556	2531	720
1557	2533	718
1558	2534	717
1559	2536	715
1560	2537	713
1561	2539	711
1562	2540	710
1563	2541	708
1564	2543	706
1565	2544	705
1566	2545	703
1567	2547	701
1568	2549	700
1569	2550	698
1570	2552	696
1571	2553	695
1572	2554	693
1573	2556	691
1574	2557	690
1575	2558	688
1576	2560	686
1577	2561	684
1578	2562	683
1579	2564	681
1580	2565	680
1581	2567	678
1582	2568	676
1583	2570	674
1584	2571	673
1585	2572	671
1586	2574	669
1587	2575	668
1588	2577	666
1589	2578	664
1590	2580	663
1591	2582	661
1592	2583	660
1593	2584	658
1594	2586	656
1595	2587	655
1596	2589	653
1597	2590	651
1598	2591	650
1599	2593	648
1600	2595	646
1601	2597	645
1602	2598	643
1603	2599	641
1604	2601	640
1605	2602	638
1606	2603	636
1607	2605	635
1608	2607	633
1609	2608	631
1610	2610	630
1611	2612	628
1612	2613	627
1613	2614	625
1614	2616	623
1615	2617	621
1616	2618	620
1617	2620	618
1618	2621	617
1619	2623	615
1620	2624	613
1621	2626	612
1622	2628	610
1623	2629	608
1624	2630	607
1625	2632	605
1626	2633	603
1627	2634	602
1628	2636	600
1629	2638	598
1630	2639	597
1631	2641	595
1632	2643	594
1633	2645	592
1634	2647	591
1635	2649	589
1636	2650	587
1637	2651	586
1638	2653	584
1639	2654	582
1640	2656	581
1641	2658	579
1642	2659	577
1643	2661	576
1644	2663	574
1645	2665	573
1646	2666	571
1647	2667	569
1648	2669	568
1649	2670	566
1650	2672	564
1651	2674	563
1652	2677	561
1653	2678	560
1654	2679	558
1655	2681	556
1656	2682	555
1657	2683	553
1658	2685	551
1659	2686	550
1660	2688	548
1661	2690	547
1662	2691	545
1663	2692	543
1664	2694	542
1665	2695	540
1666	2696	538
1667	2698	537
1668	2699	535
1669	2701	533
1670	2702	532
1671	2704	530
1672	2706	528
1673	2707	527
1674	2708	525
1675	2710	523
1676	2711	522
1677	2713	520
1678	2714	518
1679	2715	517
1680	2717	515
1681	2718	514
1682	2720	512
1683	2721	510
1684	2723	509
1685	2724	507
1686	2726	505
1687	2727	504
1688	2729	502
1689	2730	500
1690	2732	499
1691	2733	497
1692	2735	495
1693	2737	494
1694	2738	492
1695	2739	491
1696	2741	489
1697	2742	487
1698	2743	486
1699	2745	484
1700	2746	482
1701	2747	481
1702	2749	479
1703	2750	477
1704	2752	476
1705	2753	474
1706	2755	472
1707	2756	471
1708	2757	469
1709	2759	467
1710	2760	466
1711	2761	464
1712	2763	462
1713	2764	461
1714	2766	459
1715	2767	458
1716	2769	456
1717	2770	454
1718	2772	453
1719	2773	451
1720	2774	449
1721	2776	448
1722	2777	446
1723	2779	444
1724	2780	443
1725	2782	441
1726	2784	440
1727	2785	438
1728	2786	436
1729	2788	435
1730	2789	433
1731	2790	431
1732	2792	430
1733	2793	428
1734	2795	426
1735	2796	425
1736	2798	423
1737	2800	422
1738	2802	420
1739	2803	418
1740	2805	417
1741	2806	415
1742	2808	414
1743	2809	412
1744	2810	410
1745	2812	409
1746	2815	407
1747	2816	406
1748	2817	404
1749	2819	402
1750	2820	401
1751	2821	399
1752	2823	397
1753	2824	396
1754	2826	394
1755	2827	392
1756	2829	391
1757	2830	389
1758	2832	388
1759	2833	386
1760	2834	384
1761	2836	383
1762	2837	381
1763	2838	379
